condition,query_dataset,rank,model_name,recommendation_score,source_method,reasoning
B_method1_only,fancyzhx/dbpedia_14,1,dima806/news-category-classifier-distilbert,0.78,method1,"Best task match: on heegyu/news-category-dataset, a close topic/news classification neighbor, it achieved accuracy=0.7073 and f1=0.608. Although the score is moderate, the dataset is the most semantically similar measured text-classification evidence for DBpedia14."
B_method1_only,fancyzhx/dbpedia_14,2,aychang/bert-base-cased-trec-coarse,0.74,method1,"Strong measured text-classification result on CogComp/trec with accuracy=0.974 and f1=0.9784. TREC is less like DBpedia14 than news/topic classification, but the model shows excellent performance on an English multi-class classification task."
B_method1_only,fancyzhx/dbpedia_14,3,sentence-transformers/sentence-t5-base,0.69,method1,"Performed well on the English question-classification dataset CogComp/trec with accuracy=0.946. The evidence is measured and classification-related, though the short-question domain is less aligned with DBpedia14 document/topic classification."
B_method1_only,fancyzhx/dbpedia_14,4,mrm8488/bert-base-german-finetuned-ler,0.50,method1,Shows strong NLP classification-style performance on elenanereiss/german-ler with f1=0.8567 and accuracy=0.9846. Confidence is limited because the evidence is German legal NER rather than English document topic classification.
B_method1_only,fancyzhx/dbpedia_14,5,bigscience/bloom-7b1,0.24,method1,"Included only as a low-confidence fallback: on Stanford/web_questions it achieved accuracy=0.02264, which is weak but better than bigscience/bloom-1b1 on the same dataset. The evidence is QA rather than DBpedia-style classification, so expected fit is poor."
C_method2_only,fancyzhx/dbpedia_14,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.84,method2,"Strongest measured text-classification profile: OxAISH-AL-LLM/wiki_toxic f1=0.787, allenai/social_bias_frames f1=0.656, PolyAI/banking77 f1=0.567, google/trueteacher f1=0.538, and AmazonScience/massive f1=0.518. Banking77 and MASSIVE are especially relevant multi-class intent/topic-style tasks."
C_method2_only,fancyzhx/dbpedia_14,2,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.82,method2,"Very strong and consistent measured results across text datasets, including Yelp/yelp_review_full f1=0.988, ArtGarfunkel/FinancialPhraseBank f1=0.691, allenai/social_bias_frames f1=0.644, and AmazonScience/massive f1=0.526. Its GNN predicted-performance is also high at 0.7830, supporting its fit despite low link probability."
C_method2_only,fancyzhx/dbpedia_14,3,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33,0.75,method2,"Although evaluated on fewer datasets, its measured text-classification results are strong: google/trueteacher accuracy=0.866, Hate-speech-CNERG/hatexplain accuracy=0.769, and PolyAI/banking77 accuracy=0.722. The Banking77 result is a useful signal for DBpedia-style multi-class classification."
C_method2_only,fancyzhx/dbpedia_14,4,MoritzLaurer/deberta-v3-base-zeroshot-v2.0-c,0.72,method2,"Good measured coverage across several text datasets, with Yelp/yelp_review_full f1=0.979, OxAISH-AL-LLM/wiki_toxic f1=0.751, allenai/social_bias_frames f1=0.544, AmazonScience/massive f1=0.512, and PolyAI/banking77 f1=0.421. It is weaker than the DeBERTa-large variants but still consistently relevant."
C_method2_only,fancyzhx/dbpedia_14,5,MoritzLaurer/roberta-base-zeroshot-v2.0-c,0.69,method2,"This model has by far the strongest GNN combined score for the query at 0.0861 and real measured text results including OxAISH-AL-LLM/wiki_toxic f1=0.751, allenai/social_bias_frames f1=0.571, MoritzLaurer/cap_sotu f1=0.479, google/trueteacher f1=0.469, and AmazonScience/massive f1=0.428. Its measured scores are lower than the DeBERTa options, so it ranks fifth despite the strong prediction."
D_claude_baseline,fancyzhx/dbpedia_14,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.95,claude_baseline,DeBERTa-v3-large explicitly fine-tuned for zero-shot classification; excels at topic classification tasks like DBpedia-14 with strong out-of-the-box or fine-tuned accuracy.
D_claude_baseline,fancyzhx/dbpedia_14,2,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,0.93,claude_baseline,"DeBERTa-v3-large heavily trained on NLI datasets, providing an excellent starting point for topic classification via entailment or fine-tuning on DBpedia's 14 classes."
D_claude_baseline,fancyzhx/dbpedia_14,3,answerdotai/ModernBERT-Large-Instruct,0.9,claude_baseline,"ModernBERT-large is a modern efficient encoder with strong representations, well-suited for fine-tuning on a large, clean classification dataset like DBpedia-14."
D_claude_baseline,fancyzhx/dbpedia_14,4,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33,0.88,claude_baseline,"Another DeBERTa-v3-large zero-shot variant trained across 33 classification datasets, giving robust generalization to DBpedia's topical categories."
D_claude_baseline,fancyzhx/dbpedia_14,5,Qwen/Qwen2.5-14B-Instruct,0.85,claude_baseline,"Strongest general-purpose LLM under 14B in the list; can reliably classify DBpedia-14 topics via few-shot prompting or LoRA fine-tuning, though heavier than needed."
A_merged,fancyzhx/yelp_polarity,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.96,method1,Best measured result on the closest neighbor Yelp/yelp_review_full with f1=0.988. This is highly relevant because Yelp/yelp_review_full is a Yelp review sentiment dataset very close to the query Yelp polarity task.
A_merged,fancyzhx/yelp_polarity,2,MoritzLaurer/deberta-v3-base-zeroshot-v2.0-c,0.93,method1,Strong measured result on the closest neighbor Yelp/yelp_review_full with f1=0.979. It is slightly behind the large variant but still has excellent direct evidence on Yelp review sentiment classification.
A_merged,fancyzhx/yelp_polarity,3,MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,0.88,method1,"Measured accuracy=0.967 on Yelp/yelp_review_full, the most similar retrieved dataset. Although weaker than the larger DeBERTa variants, it still shows strong performance on highly relevant Yelp sentiment data."
A_merged,fancyzhx/yelp_polarity,4,sentence-transformers/sentence-t5-base,0.76,method1,"Measured accuracy=0.9131 on SetFit/SentEval-CR, a customer review sentiment dataset. This is relevant to Yelp polarity, though the evidence is from a less similar neighbor than Yelp/yelp_review_full."
A_merged,fancyzhx/yelp_polarity,5,gauneg/roberta-base-absa-ate-sentiment,0.68,method1,"Measured f1=0.8632 on Chow05/SemEval-2014-Task-4, a sentiment-focused benchmark. The task is less directly matched because it involves aspect/token-level sentiment, but it provides grounded sentiment-analysis evidence."
B_method1_only,fancyzhx/yelp_polarity,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.96,method1,"Best measured result on the closest neighbor, Yelp/yelp_review_full, with f1=0.988. This is highly relevant because it is Yelp review sentiment classification, closely matching fancyzhx/yelp_polarity."
B_method1_only,fancyzhx/yelp_polarity,2,MoritzLaurer/deberta-v3-base-zeroshot-v2.0-c,0.93,method1,Very strong measured result on Yelp/yelp_review_full with f1=0.979. It is slightly behind the large variant but supported by the most directly relevant Yelp sentiment evidence.
B_method1_only,fancyzhx/yelp_polarity,3,MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,0.88,method1,"Strong measured performance on the closest neighbor, Yelp/yelp_review_full, with accuracy=0.967. Although below the larger DeBERTa models, it is still directly validated on highly similar Yelp review sentiment data."
B_method1_only,fancyzhx/yelp_polarity,4,sentence-transformers/sentence-t5-base,0.72,method1,"Measured accuracy=0.9131 on SetFit/SentEval-CR, an English customer-review sentiment dataset. The score is lower and the neighbor is less similar than Yelp/yelp_review_full, but the task and domain remain relevant."
B_method1_only,fancyzhx/yelp_polarity,5,gauneg/roberta-base-absa-ate-sentiment,0.64,method1,"Measured f1=0.8632 on Chow05/SemEval-2014-Task-4, which involves sentiment analysis but is more aspect/token-oriented than Yelp polarity classification. It is a plausible fallback, though the evidence is less directly aligned than review-level sentiment benchmarks."
C_method2_only,fancyzhx/yelp_polarity,1,allegro/herbert-base-cased,0.79,method2,"This has the most task-similar measured evidence, with strong classification/sentiment-style results on allegro/klej-polemo2-in accuracy=0.909, allegro/klej-polemo2-out accuracy=0.804, allegro/klej-psc accuracy=0.989, and allegro/klej-cdsc-e accuracy=0.945. The main caution is that these are Polish KLEJ datasets rather than English Yelp reviews."
C_method2_only,fancyzhx/yelp_polarity,2,mradermacher/Hermes-2-Pro-Mistral-7B-GGUF,0.76,method2,"This Hermes/Mistral 7B variant has a consistent measured general NLP track record across several datasets, including NousResearch/func-calling-eval accuracy=0.91, NousResearch/json-mode-eval accuracy=0.84, allenai/winogrande accuracy=0.723, Rowan/hellaswag accuracy=0.6272, and allenai/ai2_arc accuracy=0.5461. Although not sentiment-specific, the broad English language performance makes it a strong candidate for Yelp polarity."
C_method2_only,fancyzhx/yelp_polarity,3,mradermacher/Nexus-IKM-Hermes-2-Pro-Mistral-7B-i1-GGUF,0.75,method2,"It shares the same strong measured Hermes/Mistral-style record, including NousResearch/func-calling-eval accuracy=0.91, NousResearch/json-mode-eval accuracy=0.84, allenai/winogrande accuracy=0.723, Rowan/hellaswag accuracy=0.6272, and allenai/ai2_arc accuracy=0.5461. This consistency across multiple text benchmarks supports it as a promising general-purpose classifier candidate."
C_method2_only,fancyzhx/yelp_polarity,4,bartowski/Hermes-2-Pro-Mistral-7B-GGUF,0.74,method2,"This model shows the same robust measured results as the Hermes-2-Pro-Mistral family, with NousResearch/func-calling-eval accuracy=0.91, NousResearch/json-mode-eval accuracy=0.84, allenai/winogrande accuracy=0.723, Rowan/hellaswag accuracy=0.6272, and allenai/ai2_arc accuracy=0.5461. Its evidence is not directly from sentiment datasets, but the breadth of text-task performance is favorable."
C_method2_only,fancyzhx/yelp_polarity,5,NousResearch/Hermes-2-Pro-Mistral-7B-GGUF,0.73,method2,"The canonical Hermes-2-Pro-Mistral-7B-GGUF entry has consistent measured results on NousResearch/func-calling-eval accuracy=0.91, NousResearch/json-mode-eval accuracy=0.84, allenai/winogrande accuracy=0.723, Rowan/hellaswag accuracy=0.6272, and allenai/ai2_arc accuracy=0.5461. It is a strong fallback despite lacking direct Yelp or sentiment-specific measurements."
D_claude_baseline,fancyzhx/yelp_polarity,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.94,claude_baseline,DeBERTa-v3-large is the go-to encoder for text classification and consistently achieves ~98%+ accuracy on Yelp Polarity when fine-tuned; this checkpoint is already tuned on broad NLI/classification data giving strong initialization.
D_claude_baseline,fancyzhx/yelp_polarity,2,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,0.93,claude_baseline,Same strong DeBERTa-v3-large backbone with extensive NLI pretraining that transfers well to binary sentiment; excellent fine-tuning starting point for Yelp Polarity.
D_claude_baseline,fancyzhx/yelp_polarity,3,answerdotai/ModernBERT-Large-Instruct,0.91,claude_baseline,"ModernBERT-large is a state-of-the-art modern encoder (long context, improved architecture) that matches or exceeds DeBERTa-v3 on many classification benchmarks and is well-suited for review-length Yelp inputs."
D_claude_baseline,fancyzhx/yelp_polarity,4,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.90,claude_baseline,Commercially-licensed variant of the same DeBERTa-v3-large zeroshot model; equally strong baseline for fine-tuning on Yelp Polarity's binary label.
D_claude_baseline,fancyzhx/yelp_polarity,5,Qwen/Qwen2.5-14B,0.86,claude_baseline,"Largest strong general LLM in the candidate list; when fine-tuned (or even few-shot prompted) it reaches near-SOTA on sentiment tasks, offering a heavier alternative that also handles long/nuanced reviews well."
A_merged,fever/fever,1,OpenSciLM/Llama-3.1_OpenScholar-8B,0.82,method1,"This is the only Source A model measured on DFKI-SLT/scifact, a close claim-verification dataset, with accuracy=0.76 and f1=0.436. Its real result on a fact-checking benchmark makes it the most grounded match for fever/fever."
A_merged,fever/fever,2,tasksource/ModernBERT-large-nli,0.80,method2,"The GNN ranked this highest among text-relevant candidates, and its measured NLI track record is strong: SebastiaanBeekman/hans accuracy=1, stanfordnlp/snli accuracy=0.94, and alisawuffles/WANLI accuracy=0.77. FEVER labels are naturally related to entailment, contradiction, and unknown evidence decisions."
A_merged,fever/fever,3,bespokelabs/Bespoke-MiniCheck-7B,0.76,method2,"This model is explicitly designed for checking whether a claim is supported by a document, matching FEVER’s core setup. Its measured result on lytang/LLM-AggreFact is accuracy=0.774, stronger than the other MiniCheck variant listed."
A_merged,fever/fever,4,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.68,method1,"Source A shows a strong real classification result on OxAISH-AL-LLM/wiki_toxic with f1=0.787. Although wiki_toxic is less directly related than scifact, this zero-shot DeBERTa model is well suited to mapping claims into FEVER-style labels."
A_merged,fever/fever,5,lytang/MiniCheck-RoBERTa-Large,0.64,method2,"This is another task-aligned fact-checking model, with a measured lytang/LLM-AggreFact accuracy=0.637. It is weaker than Bespoke-MiniCheck-7B on the same benchmark but remains relevant because its input format is document-plus-claim verification."
B_method1_only,fever/fever,1,OpenSciLM/Llama-3.1_OpenScholar-8B,0.84,method1,"Strongest fit because it was measured on DFKI-SLT/scifact, the closest claim-verification neighbor to FEVER, with accuracy=0.76 and f1=0.436. Its scientific claim-verification evidence is more directly relevant than generic classification or language-modeling results."
B_method1_only,fever/fever,2,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.70,method1,"Best measured English classification result among the zero-shot models, with f1=0.787 on OxAISH-AL-LLM/wiki_toxic. Although toxicity differs from FEVER, the model family is designed for zero-shot classification/NLI-style decisions, which is relevant to Supported/Refuted/NotEnoughInfo labeling."
